45.74,28.7,45.6,5.02,36.92,32.12,9.24,18.68,25.18,4.56,1233.94,47.6,34.16,11.22,8.7,17.32,30.96,17.04,30.24,36.14,23.96,25.86,13.34,5.22,10.08,30.7,29.78,18.88,46.72,37.92,32.84,3.88,6.34,46.18,14.5,17.98,42.98,46.48,24.74,44.42,21.6,23.42,19.74,4.04,18.5,6.28,25.66,5.52,32.3,0.54
11.7,43.26,0.18,34.78,30.62,47.44,25.52,1.08,15.02,16.6,37.46,1378.54,5.62,28.02,13.26,27.96,47.48,1.28,47.1,47.52,48.86,27.52,44.7,21.88,37.56,6.2,19.2,10.86,28.62,46.68,26.32,12.12,32.7,11.12,48.08,40.78,8.6,30.64,13.88,25.96,15.9,42.08,13.54,21.7,44.98,0.96,23.32,35.24,25.56,35.12
28.14,8,22.58,25.48,1.04,38.44,48.8,36.58,41.5,0.46,7.16,26.12,1008.56,24.7,14.32,8.44,21.52,28.78,38.96,7.54,5.5,18,16.42,40.42,12,1.54,26.04,21.86,24.62,39.82,16.24,31.7,46.38,9.96,22.48,16.26,12.06,8.78,38.26,9.66,34.86,7.86,24.08,20.02,8.74,14.42,1.06,2.18,6.7,5.2
43.9,13.12,47.72,0.42,7.8,4.82,19.84,23.72,43.02,28.66,30.2,37.5,25.12,1271.56,40.24,44.36,6.72,23.28,22.96,11.36,31.68,13.96,5.98,6.88,25.24,4.02,14.26,47.08,43.74,0.16,26.28,18.72,36.1,43.06,48.9,41.02,11.86,31.3,34.98,1.66,15.92,13.86,8.76,26.8,34.22,41.04,28.54,46.82,12.88,1.96
24.34,22.9,41.26,13.9,10.32,24.38,49.86,19.5,43.62,28.44,33.38,43.22,46.7,10.04,1287.16,35.5,37.9,20.16,16,5.44,15.26,10.1,20.58,6.32,44.28,48.34,21.2,1.34,1.02,10.92,46.36,33.16,32.94,10.9,26.64,11.2,27,10.7,31.44,12.9,26.16,29.68,32.62,49.46,18.54,42.48,27.84,31.64,31.56,47.64
7.3,30.08,37,11.68,28.32,45.96,38.46,30.78,34.36,8.86,11.78,26.18,42.62,34.66,31.06,1412.58,34.24,40,40.54,43.08,43.14,35.38,33.2,41.62,24.4,27.28,44,39.66,40.92,34.48,46.02,2.8,19.02,43.56,36.9,3.86,17.52,40.18,41.06,5.88,25.58,21.04,22.74,47.82,11.88,8.32,32.88,7.66,11.64,2.54
36.84,32.06,40.26,9.2,23.04,13.24,9.98,44.52,5.58,43.8,33.52,17.3,44.9,6.18,38.72,2.72,1357.74,12.48,34.82,41.58,21.84,41.44,21.8,33.46,1.42,42.54,44.34,10.3,9.52,46.5,40.9,9.6,20.1,49.48,37.52,29.86,15.42,39.74,33,20.28,18.58,22.92,48.44,15.32,36.44,38.66,20.64,12.52,35.04,1.74
46.98,15.7,21.46,11.28,49.78,12.22,27.58,19.68,4.36,23.84,43.78,33.76,25.68,21.28,10.88,15.84,48.48,1268.04,46.8,3.94,6.52,1.12,38.76,19.7,12.8,2.84,1.86,0.56,35.6,18.66,36.7,45.14,26.98,46.56,13.78,22.14,20.24,18.3,42.64,45.24,4.54,14.8,32.5,19.32,40.94,33.94,43.54,6.82,34.62,49.04
25.98,36.42,36,13.92,10.14,48.06,46.46,14.34,3.5,38.7,22,7.18,6.78,13.08,38.08,37.26,49.18,12.72,1196.06,19,0.48,31.6,4.46,28.94,15.86,14.86,49.38,36.62,24.94,16.64,33.28,31.52,18.6,24.56,42.02,6.04,18.76,19.36,16.94,39.52,14.76,21.62,28.86,19.4,1.78,31.9,16.62,14.1,37.36,20.08
13.58,9.78,4.76,6.5,19.96,16.78,47.26,37.24,15.24,12.64,23.6,40.8,2.2,33.04,19.94,26.86,13.84,47.68,35.44,1132.82,15.22,40.96,1.62,11.8,1.4,5.14,4.58,41.54,15.16,7.62,11.44,28.6,13.5,22.8,8.12,19.92,27.74,40.72,28.82,41.3,24.64,39.98,38.88,18.06,0.6,22.72,9.58,24.36,9.16,45.42
39.06,16.84,46.2,6.14,26.78,8.02,49.66,31.96,3.02,6.3,26.96,13.18,15.14,31.78,30.3,27.86,16.5,2.04,12.58,14.72,1127.56,10.78,25.88,2.58,17.38,33.14,25.28,12.14,12.1,44.2,39.96,40.06,33.12,0.86,16.72,17.88,4.32,21.26,13.52,15.46,7.12,20.82,10.76,40.38,25.2,31.1,27.56,39.26,22.24,37.76
18.7,45.82,10.4,7.24,1.52,41.16,17.36,29.04,27.8,33.44,34.28,29.08,45.98,6.74,48.24,5.42,48.28,36.2,46.34,30.42,7.5,1452.24,16.18,16.68,31.8,26.4,39.86,17.34,46.4,29.9,3.48,41.78,44.88,9.22,30.12,43.1,47.5,11.34,48.72,47.36,14.84,20.76,14.2,20.88,24.72,39.84,39.94,25.8,8.06,37.22
17.42,32.34,28.1,8.96,2.62,29.94,16.44,33.8,0.34,38.52,13.44,48.88,8.2,31.98,4.26,10.48,22.64,12.3,7.02,50,12.98,49,1117.82,35.46,17.46,3.56,11.02,4.14,36.28,20.32,25.38,38.9,2.5,47.96,1.36,24.92,29.14,17.22,3.9,28.88,27.98,11.42,17.48,36.52,16.56,39.12,7.06,39.24,3.12,39.1
39.34,25.78,3.14,28.3,13.3,9.62,2.14,33.48,47.78,28.52,48.54,0.44,3.64,25.64,10.62,41.14,42.3,27.18,35.42,21.92,48.18,23.06,26.1,1294.88,18.38,45.36,20.3,30.54,14.9,5.72,26.92,40.36,1.26,12.36,41.96,29.84,30.68,9.72,23.74,29.92,44.56,23.24,11.92,31.54,3.78,21.4,22.1,36.98,45.58,36.64
45.26,18.78,23.64,43.82,36.88,2.68,23.26,15.62,27.9,1.9,14.48,38.36,4.2,48.5,0.62,0.5,15.76,6.6,43.3,2.4,36.5,49.62,24.82,45.22,1270.78,17.4,1.92,7.9,37.7,2.52,46.16,46.26,3.98,48.66,5.7,40.84,31.2,49.06,18.1,31.14,23.08,33.6,17.72,45.9,32.6,20.18,10.12,23.46,18.62,26.82
39.3,7.32,23.56,34.8,37.6,35.92,45.28,6.86,23.16,20.26,7.14,6.84,19.76,34.7,38.1,18.74,3.04,35,0.28,13.66,44.96,7.68,48.58,33.26,38.06,1334.22,41.8,20.06,31.04,20.2,46.44,45.7,30.38,43.38,24.5,7.72,41.94,45.54,6.36,11.46,7.56,24.66,6.66,38.04,14.52,43.42,26.38,47.7,38.84,45.62
15.36,16.08,9.54,17.6,35.66,18.22,18.96,46.22,9.28,19.28,19.46,5.18,4.94,19.86,18.92,19.1,16.2,38.32,24.06,28.4,30.66,14.64,24.96,17.66,4.6,31.86,1042.84,7.98,41.6,0.4,7.22,16.16,25.84,27.4,32.54,34.14,22.7,9.32,27.62,32.18,42.2,28.28,21.48,24.14,5.28,11.38,37.08,9.38,24.18,9.84
9.64,7.92,44.94,29.62,3.92,19.14,28.9,1.24,30.44,14.4,21.3,46.12,28.08,17.86,49.94,9.5,25.34,23.14,8.08,30.88,26.44,23.34,16.02,40.66,17.16,1.7,16.52,1360.26,0.06,49.42,29.4,22.22,8.5,34.88,38.3,41.92,44.78,43.16,19.6,40.88,26.36,7.1,48.64,49.82,35.96,32.04,39.6,38.16,31.74,34.6
10.22,22.6,24.9,26.24,3.8,44.66,45.08,49.98,30.4,44.32,37.62,40.02,44.74,3.72,10.8,9.12,17.5,33.74,21,46.74,3,41.76,32.76,4.7,46,40.7,14.02,49.54,1453,32.82,11.24,49.58,32.2,24.86,48.3,25.9,47.2,17.18,5.3,2.94,22.78,35.9,7.96,45.68,39,47.88,28.58,28.48,12.92,39.62
48.92,44.82,26.56,5,12.62,1.22,20.68,3.18,38.54,33.7,31.22,6.26,45.46,25.3,24.16,18.34,47.42,29.58,4.52,19.44,48.62,4.1,30.84,18.4,42.6,41.98,32.98,26.66,30.02,1434.92,43.34,27.6,24.24,10.66,27.78,40.22,10.2,26.22,12.56,43.84,6.98,26.94,47.34,25.74,48.2,22.26,43.28,34.64,47.02,49.68
38.02,9.92,33.54,35.1,46.52,32.14,26.88,37.78,39.16,7.38,43.96,40.98,3.76,20.48,2.64,23,27.2,27.26,2.32,36.72,45.48,29.6,20.72,2.24,25.32,17.84,5.48,32.44,38.74,13.94,1248.82,33.88,29.1,0.74,44.46,34.06,26.5,7.44,2.42,41.9,23.44,6.16,9,40.6,17.68,8.24,28.42,7.26,13.7,49.3
41.64,15.8,20.42,44.02,17.1,40.12,49.02,2.86,24.1,21.12,21.08,35.76,24.58,49.5,15.94,28.64,31.58,4.78,25.94,38.4,19.3,8.52,17.44,23.12,17.2,30.98,9.94,46.54,31.76,13.82,24.28,1206.74,19.42,12.04,7.46,7.88,37.14,41.7,10.44,38.92,15.06,8.8,20.12,35.16,20.04,23.94,14.74,33.92,32.24,27.54
25.62,29.82,39.92,34.04,43.36,15.4,49.84,16.58,12.82,21.32,42.94,5.82,5.26,10.68,3.7,41.32,23.4,5.8,35.08,33.4,22.36,5.84,11.18,5.06,3.26,28.22,42.72,29.42,37.44,8.3,20.6,3.54,1207.82,21.18,42.52,11.52,21.1,30.76,32.56,30.48,27.08,48.46,11.48,23.38,39.88,23.54,41.38,30.58,3.38,35.56
34.18,17.06,48.7,38.28,46.32,4.4,43.68,43.18,28,47.12,45.02,1.14,8.1,28.18,4.38,29.34,14.92,35.32,37.28,31.5,2.1,13.56,18.84,40.32,0.94,34.1,47.94,2.3,11.06,18.28,30.52,22.62,2.16,1304.42,33.02,0.58,47.22,48.12,46.94,13.6,17.64,31.02,19.82,5.12,13.76,38.62,29.2,6.94,39.32,37.66
46.78,35.62,29.18,22.98,39.36,49.1,38.6,8.62,38.58,39.2,8.26,48.98,1.16,12.76,0.12,32.66,26.14,47.56,22.04,41.1,14.56,33.18,38.22,3.36,2.38,28.16,22.42,42.56,41.88,46.9,14.22,3.1,17.82,6.44,1287.18,32.96,41.34,9.08,5.1,15.18,8.56,15.58,45.64,17.54,8.66,34.68,0.1,29.5,43.58,18.32
49.4,40.62,13.22,16.9,23.36,32.16,22.76,46.04,29.38,14.24,6.24,24.2,6.22,7.28,27.48,11.98,7.76,7.34,32.28,11.26,9.9,39.22,15.28,44.72,10,43.4,15.64,21.42,11.56,21.64,12.02,38,45.18,30.32,2.28,1193.4,28.26,24.68,42.9,36.06,10.54,31.62,1.76,21.54,21.24,18.9,41.08,48.68,3.82,22.06
22.08,29.12,12.18,17.62,37.42,39.42,21.16,39.04,35.02,3.84,49.08,5.66,45.44,42.44,12.66,38.94,38.68,21.06,47.54,44.62,19.04,25.06,33.34,35.58,15.66,42.78,1.5,32.46,8.9,0.52,13.2,47.3,21.5,10.64,12.16,18.26,1380.26,16.86,34.76,16.1,45.2,34.4,15.1,2.96,31.92,42.5,34.72,43.66,46.14,26.58
12.28,0.64,6.48,30.1,30.14,6.68,30.72,32.72,27.38,40.3,23.18,15.3,0.98,31.12,18.18,8.68,33.3,22.16,36.26,21.76,19.06,41.22,42.86,4.96,27.14,35.48,34.9,39.76,43.24,1.6,7.78,21.68,48.52,42.66,29.56,31.4,25.04,1220.32,45,3.58,47.14,2.08,43.72,16.32,35.74,17.28,27.7,24,19.98,7.36
20,14.68,40.56,0.68,45.94,48.36,48.6,15.68,29.26,15.52,14.16,2.02,27.36,39.54,36.22,4.22,46.96,40.5,19.48,49.56,11.58,42.84,33.56,37.94,23.1,37.04,28.92,33.64,3.06,24.88,8.84,48.4,5.86,29.02,0.7,30.28,22.82,13.36,1285.84,24.6,23.68,18.24,44.64,37.72,1.88,24.54,15.72,45.34,21.36,12.42
5.32,18.64,9.56,30.74,4.8,22.56,31.08,33.66,34.92,32.32,35.4,47.58,45.88,45.72,10.56,6,35.8,8.22,37.02,16.54,43.12,28.72,37.2,13.02,40.52,9.3,27.12,29.16,14.78,36.32,33.9,13.64,25.26,2.7,40.64,12.54,10.36,36.86,16.48,1392.22,29.06,0.38,42.24,47.76,44.58,16.34,36.18,35.06,36.54,29.88
10.96,47.24,44.68,49.36,47.06,9.18,44.3,49.16,36.96,1.32,24.98,1.3,23.52,34.52,30.9,20.86,6.38,23.62,38.48,5.38,5.9,32.36,28.36,32.22,32.58,43.94,42.42,39.8,37.74,13,7.6,49.52,11.1,35.98,48.76,38.18,33.06,23.66,27.64,19.12,1390.24,34.26,25.02,22.84,19.56,10.42,34.3,27.34,5.78,32.74
42.46,9.06,42.16,33.84,14.36,45.78,35.34,30.06,25.14,15,42,49.6,45.32,37.86,31.28,3.08,17.76,13.46,48.14,4.24,21.02,1.38,10.18,20.54,31.84,1.72,14.88,15.96,3.66,12.08,24.02,26.2,2.34,16.74,26.6,21.22,16.98,6.08,34.84,0.02,31,1072.76,14.06,2,7.58,40.4,7.84,10.98,28.5,11.4
27.46,45.76,8.36,1.94,10.02,2.82,47.92,22.32,13.1,35.78,15.5,20.34,31.82,9.7,21.66,9.4,5.46,3.4,14.6,6.4,33.08,36.68,26.3,8.82,35.88,1.56,21.44,40.14,23.48,22.18,22.54,30.46,29.44,14.12,24.52,22.52,45.84,9.34,32.9,18.56,44.6,16.14,1157.68,42.92,5.08,14.7,23.78,42.68,19.54,49.32
31.94,3.96,10.24,13.16,26.9,32.4,1.8,45.56,24.04,16.38,44.4,34.32,32,41.82,40.68,22.46,11.62,37.32,40.76,0.88,5.4,2.26,12.68,32.48,43.52,32.68,30.82,49.34,10.06,47.46,17.26,36.04,48.94,6.54,40.58,19.62,11.96,31.16,34.54,9.04,28.24,6.1,15.56,1233.86,33.32,9.68,26.46,2.98,42.26,17.08
42.12,6.06,5.74,26.26,1.64,24.42,44.8,36.66,40.46,11.16,35.82,46.42,34.44,1.58,3.28,38.42,29.24,25.16,15.08,6.56,14.58,20.66,6.58,7.64,27.76,17.14,20.5,0.26,32.26,4.86,49.9,23.88,15.74,19.58,2.74,1.68,7.74,36.82,29.54,43.7,49.14,49.28,38.5,0.84,1128.02,25.4,9.36,3.32,0.72,14.62
46.28,36.38,4.48,41.24,41.4,49.72,0.78,8.4,2.36,47.62,13.32,47.16,25.76,4.66,4.74,8.72,15.12,8.38,45.3,23.9,49.96,31.66,27.16,28.12,0.76,14.14,4.18,1.48,47.66,13.74,21.58,5.68,12.2,35.84,42.76,12.26,37.64,42.06,49.7,15.04,18.02,44.06,25.72,48,37.4,1347.02,30.22,39.18,37.82,24.3
16.28,46.58,43,1.98,20.98,36.78,5.54,13.72,36.16,34.58,34.12,11,17.74,16.3,16.12,0.9,6.8,15.78,4.08,6.76,45.16,2.06,37.54,39.38,19.18,37.06,23.8,7.08,4.44,1.82,20.9,29.98,20.78,44.16,25.22,15.2,18.52,25.6,46.24,24.12,8.48,34.02,16.04,7.4,7,36.3,1116.88,35.68,16.4,14.96
25.92,14.08,4.12,22.66,23.7,16.46,12.32,2.9,18.48,27.42,20.52,35.52,22.38,32.38,41.46,4,11.84,26.48,42.22,9.48,13.62,26.62,9.02,21.38,5.6,43.6,18.8,25.46,23.76,42.4,9.82,35.18,11.54,44.18,29.32,37.84,8.34,20.62,6.62,20.36,26,49.2,19.34,40.74,9.88,47.28,40.44,1255.68,46.6,17.58
22.02,45.38,22.28,41.18,28.84,9.14,3.74,10.72,43.64,33.42,20.38,43.46,19.72,37.68,32.92,14,17.56,22.4,29,42.82,9.8,39.72,38.78,36.4,16.82,11.94,13.06,28.74,18.46,35.86,27.24,20.74,23.92,45.4,17,44.26,13.98,38.14,7.94,11.08,13.04,5.76,42.38,28.04,46.84,39.7,24.76,47.04,1351.74,46.76
31.46,3.46,10.84,35.2,27.66,19.8,30.8,41.84,6.92,5.94,46.92,23.2,46.88,40.08,20.14,36.12,34.08,30.6,7.48,5.24,11.9,0.08,28.38,19.26,29.64,30.26,40.2,21.96,44.86,20.8,22.3,14.44,46.86,36.08,11.76,41,36.34,9.76,40.82,38.86,6.46,19.24,27.32,49.64,35.3,12.46,11.72,42.18,43.2,1318.66
